transaccion_id,fecha,cliente_id,producto_id,tipo,monto,canal,mcc,dias_mora
418,2025-07-10,15,14,compra_tc,28312.38,web,salud,0
419,2025-07-05,68,2,compra_tc,30837.82,telefono,viajes,0
420,2025-09-12,21,5,deposito,154081.6,app,salud,0
421,2025-10-05,13,15,apertura,0.0,web,supermercado,0
422,2025-08-07,86,5,cancelacion,0.0,web,entretenimiento,0
423,2025-07-13,19,5,compra_tc,97795.06,app,salud,0
424,2025-07-31,34,4,compra_tc,163836.73,app,salud,0
425,2025-08-16,78,5,cancelacion,0.0,telefono,gasolina,0
426,2025-10-08,68,3,retiro,58394.89,app,entretenimiento,0
427,2025-09-26,52,12,apertura,0.0,web,salud,0
428,2025-08-21,27,1,compra_tc,184220.82,oficina,gasolina,0
429,2025-08-25,29,5,deposito,286414.21,app,restaurante,0
430,2025-07-15,28,13,retiro,102474.2,app,entretenimiento,0
431,2025-07-29,35,9,deposito,851617.48,telefono,ecommerce,0
432,2025-07-08,8,13,pago_cuota,197666.07,telefono,entretenimiento,0
433,2025-07-05,16,9,compra_tc,115659.37,app,entretenimiento,0
434,2025-07-29,36,4,deposito,346971.66,web,salud,0
435,2025-08-16,30,3,compra_tc,51723.97,web,restaurante,0
436,2025-09-06,18,1,pago_cuota,141573.83,oficina,entretenimiento,0
437,2025-09-14,2,2,cancelacion,0.0,app,servicios,0
438,2025-08-14,49,8,pago_cuota,142710.16,telefono,servicios,0
439,2025-07-02,77,1,atraso_pago,115959.27,web,gasolina,4
440,2025-07-27,4,8,compra_tc,80130.24,oficina,salud,0
441,2025-10-03,90,13,deposito,112395.44,app,salud,0
442,2025-08-05,89,7,cancelacion,0.0,web,entretenimiento,0
443,2025-08-05,94,15,compra_tc,74647.82,app,supermercado,0
444,2025-07-26,75,8,compra_tc,561921.44,app,restaurante,0
445,2025-08-12,7,12,pago_cuota,20500.98,web,viajes,0
446,2025-07-27,95,6,compra_tc,129779.68,web,viajes,0
447,2025-09-07,74,12,retiro,105497.98,web,supermercado,0
448,2025-07-20,39,14,apertura,0.0,app,gasolina,0
449,2025-07-11,13,15,pago_cuota,68576.77,app,viajes,0
450,2025-09-12,31,15,compra_tc,360052.94,oficina,entretenimiento,0
451,2025-08-07,71,9,pago_cuota,49078.42,telefono,viajes,0
452,2025-07-06,63,3,retiro,65701.98,app,servicios,0
453,2025-09-10,56,10,compra_tc,251330.3,telefono,servicios,0
454,2025-07-23,42,4,deposito,404518.82,web,ecommerce,0
455,2025-08-16,61,13,deposito,73095.4,app,restaurante,0
456,2025-09-28,42,6,deposito,1244005.92,oficina,gasolina,0
457,2025-08-15,56,8,compra_tc,86834.21,oficina,salud,0
458,2025-07-12,36,5,retiro,38973.87,telefono,restaurante,0
459,2025-09-28,84,3,compra_tc,231399.38,web,gasolina,0
460,2025-07-13,68,6,compra_tc,127541.18,telefono,viajes,0
461,2025-08-31,7,4,apertura,0.0,web,ecommerce,0
462,2025-09-20,54,9,retiro,148171.43,oficina,restaurante,0
463,2025-09-27,1,13,compra_tc,55876.16,telefono,viajes,0
464,2025-10-05,44,3,compra_tc,49439.55,oficina,gasolina,0
465,2025-08-29,45,4,compra_tc,107130.57,oficina,restaurante,0
466,2025-08-12,47,7,compra_tc,346116.68,web,salud,0
467,2025-09-14,13,7,compra_tc,110432.67,telefono,restaurante,0
468,2025-10-08,22,12,compra_tc,498525.33,telefono,viajes,0
469,2025-09-06,21,12,pago_cuota,301814.17,oficina,entretenimiento,0
470,2025-07-05,86,4,retiro,119042.6,oficina,entretenimiento,0
471,2025-08-06,92,6,deposito,247738.31,web,restaurante,0
472,2025-09-10,9,12,deposito,237928.01,app,salud,0
473,2025-09-30,26,13,compra_tc,182007.36,app,ecommerce,0
474,2025-07-31,9,3,cancelacion,0.0,oficina,ecommerce,0
475,2025-07-09,15,6,atraso_pago,122946.92,app,entretenimiento,46
476,2025-08-20,10,12,retiro,46175.39,app,viajes,0
477,2025-07-29,88,2,atraso_pago,31182.42,app,gasolina,50
478,2025-09-16,42,8,apertura,0.0,app,viajes,0
479,2025-08-09,72,2,deposito,218033.16,oficina,ecommerce,0
480,2025-08-10,24,11,compra_tc,163463.98,app,supermercado,0
481,2025-09-24,80,7,deposito,258134.47,app,supermercado,0
482,2025-07-11,49,9,retiro,54682.34,web,restaurante,0
483,2025-07-23,26,1,retiro,48456.94,oficina,salud,0
484,2025-07-01,91,8,pago_cuota,106753.44,telefono,entretenimiento,0
485,2025-08-15,37,7,compra_tc,424076.41,telefono,servicios,0
486,2025-10-09,68,6,pago_cuota,57453.87,web,servicios,0
487,2025-07-21,50,6,apertura,0.0,web,servicios,0
488,2025-09-28,24,6,deposito,135583.2,oficina,restaurante,0
489,2025-08-05,19,9,deposito,434613.11,telefono,supermercado,0
490,2025-08-23,100,2,compra_tc,48398.26,app,ecommerce,0
491,2025-09-25,60,1,pago_cuota,56991.53,web,restaurante,0
492,2025-08-26,39,13,apertura,0.0,telefono,servicios,0
493,2025-07-01,74,12,deposito,1180273.19,oficina,servicios,0
494,2025-09-01,89,6,retiro,37738.13,app,entretenimiento,0
495,2025-08-23,18,10,pago_cuota,48971.93,oficina,viajes,0
496,2025-08-24,19,11,deposito,247560.54,web,servicios,0
497,2025-08-09,36,8,compra_tc,378235.43,telefono,salud,0
498,2025-07-15,74,3,retiro,63089.23,telefono,servicios,0
499,2025-07-21,97,12,pago_cuota,41851.4,telefono,viajes,0
500,2025-08-16,55,10,pago_cuota,176394.97,telefono,servicios,0
501,2025-09-11,69,1,deposito,300352.04,app,salud,0
502,2025-08-22,47,9,apertura,0.0,app,ecommerce,0
503,2025-07-09,49,13,compra_tc,257780.31,oficina,restaurante,0
504,2025-09-12,99,13,atraso_pago,261525.15,app,salud,4
505,2025-08-21,98,1,compra_tc,135469.04,web,viajes,0
506,2025-08-26,33,3,pago_cuota,719210.59,web,restaurante,0
507,2025-07-26,21,8,compra_tc,123167.51,telefono,restaurante,0
508,2025-08-10,81,14,compra_tc,106048.79,web,viajes,0
509,2025-08-04,22,3,pago_cuota,462090.9,oficina,entretenimiento,0
510,2025-09-01,48,13,compra_tc,57990.47,app,supermercado,0
511,2025-07-25,37,4,pago_cuota,35727.3,app,servicios,0
512,2025-09-28,15,8,apertura,0.0,app,salud,0
513,2025-09-13,35,1,compra_tc,162557.07,web,viajes,0
514,2025-08-07,92,13,retiro,83254.11,app,ecommerce,0
515,2025-07-02,71,13,pago_cuota,261086.56,telefono,gasolina,0
516,2025-07-07,32,6,deposito,103422.44,telefono,viajes,0
517,2025-09-20,11,1,compra_tc,170231.91,telefono,servicios,0
518,2025-09-29,10,14,compra_tc,126490.92,web,servicios,0
519,2025-08-03,73,1,compra_tc,87216.35,app,restaurante,0
520,2025-09-29,78,14,compra_tc,155859.77,web,restaurante,0
521,2025-07-17,77,8,compra_tc,295616.14,app,viajes,0
522,2025-08-12,57,11,deposito,861748.93,oficina,gasolina,0
523,2025-08-28,25,4,apertura,0.0,oficina,entretenimiento,0
524,2025-08-20,2,12,atraso_pago,25261.96,web,viajes,22
525,2025-08-23,64,1,deposito,190160.46,telefono,gasolina,0
526,2025-07-24,35,10,compra_tc,168528.8,web,entretenimiento,0
527,2025-07-25,7,7,compra_tc,313434.69,telefono,gasolina,0
528,2025-09-09,85,5,compra_tc,185232.53,app,servicios,0
529,2025-08-21,18,5,compra_tc,391273.56,telefono,servicios,0
530,2025-09-08,67,1,pago_cuota,171275.02,telefono,servicios,0
531,2025-09-26,42,14,deposito,581566.27,app,ecommerce,0
532,2025-08-02,39,10,pago_cuota,95772.83,oficina,servicios,0
533,2025-08-18,41,11,pago_cuota,144047.28,app,salud,0
534,2025-07-29,75,6,atraso_pago,261264.49,web,restaurante,13
535,2025-09-01,24,14,retiro,65423.61,web,restaurante,0
536,2025-07-22,60,9,compra_tc,93619.23,web,gasolina,0
537,2025-07-26,46,9,apertura,0.0,web,restaurante,0
538,2025-07-28,19,8,cancelacion,0.0,web,supermercado,0
539,2025-09-23,68,5,compra_tc,234636.63,oficina,entretenimiento,0
540,2025-08-18,90,1,pago_cuota,36043.82,oficina,gasolina,0
541,2025-09-09,42,9,pago_cuota,43812.63,telefono,restaurante,0
542,2025-09-19,32,1,cancelacion,0.0,web,supermercado,0
543,2025-09-22,39,8,apertura,0.0,app,entretenimiento,0
544,2025-08-18,36,5,compra_tc,187214.52,web,ecommerce,0
545,2025-07-20,97,3,pago_cuota,45910.72,oficina,restaurante,0
546,2025-09-24,36,11,deposito,208607.24,web,supermercado,0
547,2025-09-30,3,7,pago_cuota,78712.07,oficina,viajes,0
548,2025-09-01,73,7,compra_tc,54493.54,telefono,salud,0
549,2025-08-30,8,9,atraso_pago,373429.23,telefono,viajes,34
550,2025-08-18,97,7,deposito,446912.26,telefono,supermercado,0
551,2025-09-09,70,13,atraso_pago,135875.07,oficina,gasolina,59
552,2025-07-01,41,11,atraso_pago,294853.18,web,servicios,41
553,2025-10-04,68,14,retiro,370081.77,web,servicios,0
554,2025-07-13,13,3,pago_cuota,220733.11,app,servicios,0
555,2025-10-02,49,11,deposito,273237.7,oficina,entretenimiento,0
556,2025-09-25,60,13,compra_tc,187074.98,app,gasolina,0
557,2025-08-20,2,15,deposito,307727.44,telefono,entretenimiento,0
558,2025-08-25,60,14,compra_tc,126153.72,web,restaurante,0
559,2025-09-21,5,13,retiro,80461.11,oficina,servicios,0
560,2025-08-31,44,1,compra_tc,223155.47,app,viajes,0
561,2025-08-01,27,8,compra_tc,116808.91,app,gasolina,0
562,2025-07-30,32,12,compra_tc,125987.78,app,gasolina,0
563,2025-07-29,21,3,compra_tc,162776.06,web,servicios,0
564,2025-08-18,8,12,retiro,218512.75,web,viajes,0
565,2025-08-14,72,8,retiro,44192.47,web,ecommerce,0
566,2025-10-01,50,8,pago_cuota,221522.94,oficina,gasolina,0
567,2025-07-30,67,13,compra_tc,283298.81,web,servicios,0
568,2025-07-16,44,5,compra_tc,282114.53,oficina,salud,0
569,2025-08-09,58,13,compra_tc,92529.01,app,supermercado,0
570,2025-07-19,3,12,compra_tc,49767.77,app,entretenimiento,0
571,2025-07-18,86,13,apertura,0.0,telefono,restaurante,0
572,2025-07-01,70,1,compra_tc,185586.65,web,gasolina,0
573,2025-09-16,2,13,pago_cuota,263002.83,app,salud,0
574,2025-08-16,87,10,compra_tc,99670.42,web,salud,0
575,2025-09-04,44,7,compra_tc,277085.9,oficina,gasolina,0
576,2025-09-30,2,12,pago_cuota,272377.69,app,ecommerce,0
577,2025-10-02,81,10,deposito,182700.73,web,supermercado,0
578,2025-08-07,35,5,compra_tc,217912.89,app,restaurante,0
579,2025-08-20,98,8,compra_tc,212644.39,app,gasolina,0
580,2025-09-01,87,9,pago_cuota,73264.23,web,entretenimiento,0
581,2025-07-04,30,11,compra_tc,236042.61,app,restaurante,0
582,2025-07-01,8,14,compra_tc,506737.72,app,viajes,0
583,2025-07-08,22,7,cancelacion,0.0,app,salud,0
584,2025-07-29,44,14,deposito,70240.06,app,salud,0
585,2025-08-24,58,13,deposito,120724.09,oficina,gasolina,0
586,2025-07-03,36,15,pago_cuota,37468.5,app,gasolina,0
587,2025-08-01,69,7,pago_cuota,321270.66,telefono,entretenimiento,0
588,2025-07-10,77,1,deposito,333432.35,app,viajes,0
589,2025-09-12,93,15,retiro,68748.89,web,ecommerce,0
590,2025-09-21,31,4,retiro,36189.79,telefono,gasolina,0
591,2025-08-03,47,2,compra_tc,90825.33,oficina,salud,0
592,2025-10-05,55,2,pago_cuota,83288.23,telefono,restaurante,0
593,2025-09-25,80,2,pago_cuota,140567.31,telefono,supermercado,0
594,2025-08-24,62,4,apertura,0.0,telefono,servicios,0
595,2025-09-30,30,14,deposito,499480.55,web,restaurante,0
596,2025-08-01,55,1,deposito,120257.81,web,ecommerce,0
597,2025-08-19,16,15,compra_tc,56628.55,web,supermercado,0
598,2025-07-07,12,4,deposito,86893.33,oficina,restaurante,0
599,2025-10-01,17,2,compra_tc,160152.63,web,restaurante,0
600,2025-07-08,16,5,compra_tc,97726.24,web,viajes,0
601,2025-09-03,12,3,compra_tc,132666.54,telefono,servicios,0
602,2025-08-26,8,15,retiro,71065.04,web,entretenimiento,0
603,2025-09-05,84,12,compra_tc,325516.01,app,ecommerce,0
604,2025-09-26,3,8,pago_cuota,86334.14,web,salud,0
605,2025-09-25,16,4,apertura,0.0,oficina,viajes,0
606,2025-08-28,30,1,compra_tc,268900.99,oficina,supermercado,0
607,2025-09-10,23,1,pago_cuota,87672.98,app,servicios,0
608,2025-08-23,92,12,pago_cuota,175098.7,oficina,salud,0
609,2025-10-09,5,10,compra_tc,205261.42,oficina,viajes,0
610,2025-09-05,84,3,retiro,107840.71,telefono,servicios,0
611,2025-08-20,65,15,compra_tc,73564.84,app,entretenimiento,0
612,2025-10-05,30,9,pago_cuota,307951.75,telefono,ecommerce,0
613,2025-09-30,21,7,deposito,924307.62,telefono,gasolina,0
614,2025-07-08,84,2,deposito,196516.42,web,entretenimiento,0
615,2025-08-03,70,15,deposito,93889.44,app,gasolina,0
616,2025-08-04,22,13,compra_tc,166104.42,web,supermercado,0
617,2025-10-04,82,9,compra_tc,325429.82,web,gasolina,0
618,2025-09-26,72,10,retiro,63483.99,telefono,viajes,0
619,2025-09-16,32,2,deposito,178455.07,oficina,supermercado,0
620,2025-08-01,33,3,atraso_pago,185924.76,app,salud,20
621,2025-08-15,16,11,atraso_pago,340024.51,oficina,entretenimiento,35
622,2025-07-16,76,13,atraso_pago,252063.44,telefono,entretenimiento,53
623,2025-09-06,38,10,pago_cuota,230651.7,telefono,ecommerce,0
624,2025-08-06,98,14,compra_tc,120766.23,telefono,supermercado,0
625,2025-08-23,14,2,retiro,129381.11,telefono,salud,0
626,2025-09-23,36,3,pago_cuota,78549.33,telefono,entretenimiento,0
627,2025-07-14,97,6,compra_tc,294156.81,telefono,supermercado,0
628,2025-10-03,23,9,atraso_pago,327909.6,oficina,restaurante,4
629,2025-08-24,66,9,apertura,0.0,web,restaurante,0
630,2025-08-17,85,7,pago_cuota,100676.64,oficina,supermercado,0
631,2025-09-20,2,12,compra_tc,141123.55,app,entretenimiento,0
632,2025-07-07,91,3,pago_cuota,461121.94,oficina,servicios,0
633,2025-09-12,73,4,retiro,76395.35,telefono,gasolina,0
634,2025-07-07,65,6,apertura,0.0,oficina,restaurante,0
635,2025-08-02,75,11,compra_tc,206328.35,web,servicios,0
636,2025-07-23,67,5,compra_tc,128811.39,app,servicios,0
637,2025-09-23,52,2,apertura,0.0,oficina,ecommerce,0
638,2025-07-19,62,13,pago_cuota,150991.18,web,salud,0
639,2025-07-19,23,6,deposito,208166.22,oficina,viajes,0
640,2025-08-05,26,3,cancelacion,0.0,app,restaurante,0
641,2025-07-29,68,14,compra_tc,89131.24,oficina,supermercado,0
642,2025-08-29,82,8,deposito,973506.3,telefono,gasolina,0
643,2025-09-20,55,2,compra_tc,212175.15,oficina,viajes,0
644,2025-07-02,6,1,pago_cuota,169623.56,web,salud,0
645,2025-07-01,35,9,retiro,64474.42,oficina,servicios,0
646,2025-08-16,22,14,pago_cuota,162291.74,web,salud,0
647,2025-09-07,43,12,cancelacion,0.0,app,entretenimiento,0
648,2025-07-20,15,3,deposito,376416.18,oficina,restaurante,0
649,2025-07-11,86,11,compra_tc,82057.41,app,salud,0
650,2025-07-02,60,1,compra_tc,435716.29,app,salud,0
651,2025-09-05,12,7,pago_cuota,167685.81,oficina,gasolina,0
652,2025-09-25,49,13,pago_cuota,199310.0,web,entretenimiento,0
653,2025-07-12,42,15,compra_tc,139433.13,app,entretenimiento,0
654,2025-07-20,38,10,pago_cuota,67992.77,app,servicios,0
655,2025-07-05,82,5,pago_cuota,137003.77,oficina,gasolina,0
656,2025-08-06,45,5,retiro,111333.03,oficina,gasolina,0
657,2025-08-07,35,14,deposito,74051.92,oficina,supermercado,0
658,2025-10-02,30,1,retiro,170156.55,oficina,salud,0
659,2025-07-09,88,15,compra_tc,326951.54,oficina,salud,0
660,2025-10-06,30,15,compra_tc,97658.77,telefono,entretenimiento,0
661,2025-08-22,78,9,deposito,95464.7,oficina,salud,0
662,2025-08-13,6,7,pago_cuota,105322.62,web,ecommerce,0
663,2025-10-07,67,8,compra_tc,165500.02,app,gasolina,0
664,2025-09-24,80,9,retiro,81166.24,web,viajes,0
665,2025-07-24,7,6,retiro,93576.25,web,entretenimiento,0
666,2025-09-19,52,12,deposito,228058.15,telefono,restaurante,0
667,2025-09-12,14,5,compra_tc,62455.63,oficina,entretenimiento,0
668,2025-07-30,73,6,retiro,40613.97,app,servicios,0
669,2025-08-28,15,11,deposito,29048.64,web,viajes,0
670,2025-09-25,21,2,retiro,188896.79,oficina,servicios,0
671,2025-10-04,35,4,retiro,98699.32,oficina,supermercado,0
672,2025-09-19,66,3,retiro,203347.21,telefono,supermercado,0
673,2025-09-19,91,13,pago_cuota,58714.38,telefono,servicios,0
674,2025-07-14,2,7,compra_tc,165559.37,telefono,salud,0
675,2025-07-09,35,9,deposito,226998.83,app,viajes,0
676,2025-08-09,82,5,deposito,131804.34,web,salud,0
677,2025-09-04,78,6,retiro,32918.0,telefono,entretenimiento,0
678,2025-07-25,20,10,compra_tc,552445.43,telefono,ecommerce,0
679,2025-09-11,82,14,compra_tc,433435.53,telefono,supermercado,0
680,2025-07-22,10,12,apertura,0.0,web,supermercado,0
681,2025-07-04,25,12,retiro,139571.7,web,viajes,0
682,2025-07-26,66,2,apertura,0.0,telefono,supermercado,0
683,2025-08-27,25,3,retiro,48649.26,telefono,ecommerce,0
684,2025-07-29,54,3,deposito,701800.61,oficina,ecommerce,0
685,2025-10-06,33,12,deposito,61301.72,telefono,ecommerce,0
686,2025-09-25,36,12,apertura,0.0,app,restaurante,0
687,2025-08-06,95,15,deposito,207181.03,app,ecommerce,0
688,2025-09-13,14,9,deposito,620441.84,telefono,ecommerce,0
689,2025-09-08,65,15,compra_tc,304861.26,web,restaurante,0
690,2025-07-18,80,7,pago_cuota,40387.74,oficina,salud,0
691,2025-09-23,54,8,retiro,97465.06,web,entretenimiento,0
692,2025-08-11,52,11,compra_tc,165171.92,telefono,gasolina,0
693,2025-10-08,3,10,compra_tc,138713.12,app,supermercado,0
694,2025-08-10,99,11,compra_tc,251165.25,oficina,ecommerce,0
695,2025-08-07,41,9,compra_tc,60695.52,web,supermercado,0
696,2025-08-03,6,6,compra_tc,122266.07,web,viajes,0
697,2025-07-17,25,4,pago_cuota,182048.71,telefono,supermercado,0
698,2025-08-06,13,12,apertura,0.0,oficina,servicios,0
699,2025-07-25,98,1,pago_cuota,144560.02,app,salud,0
700,2025-09-14,8,8,compra_tc,133002.8,telefono,entretenimiento,0
701,2025-09-25,21,7,compra_tc,149647.99,oficina,restaurante,0
702,2025-09-24,98,2,retiro,163973.38,web,supermercado,0
703,2025-09-23,68,8,pago_cuota,133330.59,telefono,supermercado,0
704,2025-07-27,25,12,atraso_pago,70639.6,web,supermercado,49
705,2025-08-26,79,5,deposito,82361.48,web,gasolina,0
706,2025-07-31,68,7,retiro,34421.21,telefono,gasolina,0
707,2025-07-06,45,4,compra_tc,450857.49,telefono,viajes,0
708,2025-09-29,60,5,retiro,171853.5,telefono,restaurante,0
709,2025-08-09,12,8,compra_tc,151063.94,telefono,supermercado,0
710,2025-10-06,32,1,apertura,0.0,telefono,supermercado,0
711,2025-07-12,96,1,deposito,130688.33,web,supermercado,0
712,2025-08-22,92,15,compra_tc,349852.17,app,supermercado,0
713,2025-09-09,13,4,compra_tc,617295.71,app,gasolina,0
714,2025-07-10,31,3,compra_tc,106534.59,telefono,salud,0
715,2025-08-14,78,13,retiro,216655.81,web,salud,0
716,2025-07-17,20,10,compra_tc,165977.75,app,viajes,0
717,2025-07-26,18,12,deposito,168319.85,app,servicios,0
718,2025-09-23,93,2,compra_tc,466470.47,app,ecommerce,0
719,2025-09-30,60,12,deposito,193920.89,web,restaurante,0
720,2025-08-31,63,3,atraso_pago,180249.01,telefono,salud,7
721,2025-08-15,6,11,retiro,116188.15,telefono,servicios,0
722,2025-09-02,32,15,retiro,31296.29,telefono,entretenimiento,0
723,2025-07-02,93,15,compra_tc,199164.78,oficina,entretenimiento,0
724,2025-08-23,43,11,compra_tc,109767.04,oficina,supermercado,0
725,2025-09-03,2,14,retiro,36111.52,oficina,entretenimiento,0
726,2025-08-20,60,11,pago_cuota,90659.0,web,salud,0
727,2025-08-22,23,1,pago_cuota,90136.84,app,viajes,0
728,2025-08-05,83,1,compra_tc,334675.87,app,ecommerce,0
729,2025-07-26,31,6,compra_tc,77292.12,web,salud,0
730,2025-07-29,5,5,compra_tc,93630.06,web,viajes,0
731,2025-07-21,83,8,apertura,0.0,telefono,entretenimiento,0
732,2025-07-11,34,2,compra_tc,64340.49,telefono,gasolina,0
733,2025-08-09,10,4,deposito,123132.56,oficina,ecommerce,0
734,2025-07-11,89,8,compra_tc,50760.12,oficina,viajes,0
735,2025-08-05,2,12,deposito,371881.14,web,servicios,0
736,2025-08-28,11,6,compra_tc,131800.65,oficina,salud,0
737,2025-08-08,50,1,apertura,0.0,app,gasolina,0
738,2025-10-07,31,15,apertura,0.0,web,servicios,0
739,2025-08-23,56,4,compra_tc,98165.66,web,viajes,0
740,2025-10-06,79,1,apertura,0.0,app,viajes,0
741,2025-08-24,73,13,cancelacion,0.0,telefono,entretenimiento,0
742,2025-07-24,87,2,atraso_pago,69820.78,telefono,servicios,20
743,2025-07-22,83,5,atraso_pago,76897.72,app,salud,33
744,2025-09-07,9,14,compra_tc,115295.85,app,ecommerce,0
745,2025-08-25,99,8,deposito,149188.32,oficina,gasolina,0
746,2025-08-02,21,8,compra_tc,199195.59,web,entretenimiento,0
747,2025-08-05,73,11,compra_tc,87216.44,oficina,supermercado,0
748,2025-07-20,28,3,cancelacion,0.0,app,restaurante,0
749,2025-09-21,62,11,compra_tc,228547.86,oficina,ecommerce,0
750,2025-10-07,7,13,retiro,70382.42,app,entretenimiento,0
751,2025-09-19,80,4,retiro,55596.04,oficina,gasolina,0
752,2025-08-31,16,10,atraso_pago,155467.94,oficina,servicios,55
753,2025-10-06,97,11,cancelacion,0.0,telefono,viajes,0
754,2025-09-11,4,14,compra_tc,189898.74,app,servicios,0
755,2025-07-26,4,6,compra_tc,488408.05,oficina,entretenimiento,0
756,2025-09-04,40,11,pago_cuota,136612.31,web,gasolina,0
757,2025-09-11,17,11,compra_tc,104040.82,oficina,servicios,0
758,2025-09-11,52,10,compra_tc,87236.43,oficina,servicios,0
759,2025-08-09,93,3,pago_cuota,71704.97,web,restaurante,0
760,2025-07-17,52,2,retiro,35074.79,app,salud,0
761,2025-07-01,36,6,deposito,375210.35,telefono,entretenimiento,0
762,2025-09-27,38,11,compra_tc,34088.14,telefono,restaurante,0
763,2025-08-30,50,13,deposito,274853.89,telefono,entretenimiento,0
764,2025-08-12,63,15,compra_tc,88641.49,web,supermercado,0
765,2025-08-11,63,5,compra_tc,113699.74,oficina,supermercado,0
766,2025-07-25,62,14,retiro,52082.44,app,restaurante,0
767,2025-08-08,99,10,deposito,537361.76,oficina,ecommerce,0
768,2025-08-04,7,5,retiro,98774.56,telefono,ecommerce,0
769,2025-07-03,27,10,compra_tc,283017.77,oficina,servicios,0
770,2025-10-09,92,13,atraso_pago,364036.09,web,servicios,41
771,2025-08-13,86,5,deposito,218973.37,web,viajes,0
772,2025-08-20,14,10,deposito,84574.24,app,supermercado,0
773,2025-10-02,71,12,deposito,167354.84,app,entretenimiento,0
774,2025-10-06,86,5,apertura,0.0,telefono,viajes,0
775,2025-07-12,5,3,deposito,137292.46,app,supermercado,0
776,2025-07-19,55,7,deposito,182788.48,oficina,restaurante,0
777,2025-10-09,2,6,cancelacion,0.0,web,ecommerce,0
778,2025-08-13,62,4,retiro,130307.3,web,servicios,0
779,2025-08-28,91,2,pago_cuota,192330.3,web,ecommerce,0
780,2025-08-18,21,12,retiro,88900.48,app,restaurante,0
781,2025-08-30,79,9,pago_cuota,172695.41,web,viajes,0
782,2025-07-17,21,1,compra_tc,110796.24,web,viajes,0
783,2025-09-12,10,13,deposito,490248.37,web,gasolina,0
784,2025-08-26,87,13,apertura,0.0,telefono,servicios,0
785,2025-08-24,58,11,apertura,0.0,telefono,servicios,0
786,2025-08-16,39,15,compra_tc,57916.24,app,entretenimiento,0
787,2025-07-12,5,14,pago_cuota,99764.86,web,servicios,0
788,2025-08-31,65,4,compra_tc,129096.48,app,supermercado,0
789,2025-09-18,13,1,cancelacion,0.0,web,viajes,0
790,2025-09-26,85,13,cancelacion,0.0,web,restaurante,0
791,2025-09-21,90,6,deposito,81450.02,web,viajes,0
792,2025-07-08,85,4,retiro,44962.6,app,ecommerce,0
793,2025-10-03,53,5,retiro,36601.29,app,supermercado,0
794,2025-07-21,82,5,deposito,492106.52,web,servicios,0
795,2025-09-19,45,9,compra_tc,200450.67,oficina,entretenimiento,0
796,2025-09-25,32,1,pago_cuota,60949.24,app,entretenimiento,0
797,2025-10-09,36,13,deposito,143222.57,telefono,entretenimiento,0
798,2025-09-18,81,2,deposito,446660.7,app,salud,0
799,2025-09-08,99,13,pago_cuota,107170.14,web,gasolina,0
800,2025-09-10,60,6,cancelacion,0.0,oficina,supermercado,0
801,2025-07-25,11,5,compra_tc,94192.17,web,ecommerce,0
802,2025-09-20,63,11,pago_cuota,63535.99,telefono,servicios,0
803,2025-09-27,21,7,retiro,223574.74,app,ecommerce,0
804,2025-07-12,52,3,retiro,315181.99,app,ecommerce,0
805,2025-07-15,55,3,deposito,97996.34,web,servicios,0
806,2025-08-28,26,10,compra_tc,435155.9,web,ecommerce,0
807,2025-07-26,68,2,compra_tc,115708.27,telefono,entretenimiento,0
808,2025-07-26,34,13,deposito,283757.46,oficina,restaurante,0
809,2025-08-16,52,3,deposito,524117.52,telefono,gasolina,0
810,2025-08-01,82,10,compra_tc,147038.01,oficina,salud,0
811,2025-07-10,99,1,retiro,77622.69,app,ecommerce,0
812,2025-07-16,93,5,pago_cuota,228116.82,oficina,ecommerce,0
813,2025-09-09,52,14,deposito,89801.28,oficina,viajes,0
814,2025-07-17,29,15,atraso_pago,326956.51,app,gasolina,51
815,2025-07-23,38,12,compra_tc,179865.85,app,supermercado,0
816,2025-07-26,42,5,compra_tc,108616.07,app,gasolina,0
817,2025-09-23,21,12,retiro,63975.6,telefono,gasolina,0
818,2025-09-24,42,11,deposito,74153.89,app,servicios,0
819,2025-07-07,13,7,retiro,67094.27,web,servicios,0
820,2025-07-14,64,4,atraso_pago,121760.71,app,servicios,18
821,2025-09-17,17,3,retiro,46456.37,app,salud,0
822,2025-07-07,9,1,cancelacion,0.0,app,entretenimiento,0
823,2025-07-09,41,12,deposito,271947.29,oficina,gasolina,0
824,2025-08-17,1,15,pago_cuota,112131.32,telefono,salud,0
825,2025-09-10,2,8,pago_cuota,207060.14,app,ecommerce,0
826,2025-08-28,60,13,compra_tc,92503.52,telefono,servicios,0
827,2025-09-25,48,3,deposito,394229.89,web,ecommerce,0
828,2025-10-01,29,13,compra_tc,177241.82,web,servicios,0
829,2025-09-20,97,15,apertura,0.0,app,restaurante,0
830,2025-10-03,10,2,deposito,1058405.06,web,salud,0
831,2025-10-02,58,11,deposito,140526.46,telefono,salud,0
832,2025-08-08,60,4,pago_cuota,96424.13,oficina,entretenimiento,0
833,2025-10-07,21,3,compra_tc,136985.52,app,supermercado,0
834,2025-07-18,28,13,compra_tc,246962.45,web,viajes,0
835,2025-08-28,75,1,pago_cuota,329402.42,telefono,gasolina,0
836,2025-07-17,34,3,compra_tc,103056.64,telefono,supermercado,0
837,2025-07-14,8,12,deposito,255044.3,web,salud,0
838,2025-07-31,59,2,apertura,0.0,telefono,supermercado,0
839,2025-07-24,86,8,apertura,0.0,telefono,restaurante,0
